EmployeeID,Department,JobRole,Attrition,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,JobInvolvement,JobLevel,JobSatisfaction,Hourlyrate,Income,Salaryhike,OverTime,Workex,YearsSinceLastPromotion,EmpSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Performance_Rating
349,Research & Development,Research Director,No,Female,42,Single,Doctor,Life Sciences,Travel_Rarely,High,4,Very High,44,15992,14,No,16,0,Low,2,Better,Excellent
350,Sales,Sales Executive,No,Male,29,Married,Bachelor,Life Sciences,Non-Travel,High,2,High,61,4649,14,No,4,0,Very High,3,Good,Excellent
351,Human Resources,Human Resources,No,Male,42,Divorced,Below College,Technical Degree,Travel_Rarely,High,1,High,52,2696,11,Yes,4,1,High,5,Better,Excellent
352,Research & Development,Laboratory Technician,No,Female,32,Married,Bachelor,Medical,Travel_Rarely,High,1,Medium,75,2370,13,No,8,0,High,4,Better,Excellent
353,Sales,Manager,No,Female,48,Married,Below College,Medical,Travel_Rarely,High,3,High,91,12504,21,No,15,0,Low,3,Bad,Outstanding
354,Research & Development,Research Scientist,No,Male,37,Divorced,Bachelor,Medical,Travel_Rarely,Very High,2,Low,51,5974,13,Yes,13,6,High,2,Better,Excellent
355,Sales,Sales Executive,No,Female,30,Married,College,Technical Degree,Non-Travel,High,2,High,85,4736,12,Yes,4,2,Very High,2,Best,Excellent
356,Sales,Sales Executive,No,Male,26,Married,Bachelor,Life Sciences,Travel_Rarely,High,2,High,57,5296,17,No,8,7,High,3,Better,Excellent
357,Research & Development,Healthcare Representative,No,Male,42,Single,Master,Other,Travel_Rarely,Medium,2,Very High,98,6781,23,No,14,0,Low,6,Better,Outstanding
358,Sales,Sales Representative,Yes,Female,21,Single,Below College,Technical Degree,Travel_Frequently,Medium,1,Medium,99,2174,11,Yes,3,1,Low,3,Better,Excellent
359,Sales,Sales Executive,No,Female,36,Single,Doctor,Medical,Non-Travel,High,2,Very High,45,6653,15,No,7,0,Very High,6,Better,Excellent
360,Sales,Sales Executive,No,Male,36,Married,Master,Medical,Travel_Frequently,Medium,3,Very High,48,9699,11,No,16,1,Low,2,Better,Excellent
361,Research & Development,Healthcare Representative,No,Male,57,Married,Master,Medical,Travel_Rarely,High,2,High,88,6755,11,No,15,1,Very High,2,Better,Excellent
362,Research & Development,Laboratory Technician,No,Female,40,Married,Master,Life Sciences,Travel_Rarely,Very High,1,High,46,2213,13,Yes,10,1,Very High,3,Better,Excellent
363,Sales,Sales Representative,No,Male,21,Single,College,Medical,Non-Travel,High,1,Very High,39,2610,24,No,3,2,Low,3,Good,Outstanding
364,Sales,Sales Representative,Yes,Female,33,Single,Bachelor,Marketing,Travel_Rarely,High,1,High,34,2851,13,Yes,1,0,Very High,2,Better,Excellent
365,Research & Development,Laboratory Technician,No,Female,37,Married,Bachelor,Medical,Travel_Rarely,High,1,Low,98,3452,20,No,17,0,High,3,Better,Outstanding
366,Research & Development,Manufacturing Director,No,Female,46,Married,Master,Medical,Non-Travel,High,2,High,30,5258,14,No,7,0,High,2,Best,Excellent
367,Sales,Sales Executive,Yes,Male,41,Single,Bachelor,Marketing,Travel_Frequently,High,2,Medium,56,9355,18,No,8,7,Low,5,Better,Excellent
368,Research & Development,Healthcare Representative,No,Male,50,Single,Bachelor,Technical Degree,Travel_Rarely,Medium,3,Very High,100,10496,15,No,20,1,Very High,2,Better,Excellent
369,Sales,Sales Executive,Yes,Male,40,Married,College,Marketing,Travel_Rarely,Medium,2,High,68,6380,12,Yes,8,1,High,6,Better,Excellent
370,Research & Development,Research Scientist,No,Male,31,Single,Master,Life Sciences,Travel_Rarely,Medium,1,Medium,42,2657,16,Yes,3,2,High,5,Better,Excellent
371,Sales,Sales Representative,Yes,Female,21,Single,Bachelor,Life Sciences,Travel_Rarely,Very High,1,Medium,90,2716,15,No,1,0,High,0,Better,Excellent
372,Research & Development,Research Scientist,No,Male,29,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,54,2201,16,No,6,1,Very High,4,Better,Excellent
373,Research & Development,Healthcare Representative,No,Male,35,Single,Master,Life Sciences,Travel_Rarely,Medium,2,Medium,97,6540,19,No,10,0,High,5,Better,Excellent
374,Research & Development,Laboratory Technician,No,Male,27,Divorced,College,Medical,Travel_Rarely,High,1,Medium,82,3816,11,No,5,0,Very High,2,Better,Excellent
375,Sales,Sales Executive,No,Male,28,Single,Master,Life Sciences,Travel_Rarely,High,2,Very High,92,5253,16,No,7,0,Medium,1,Better,Excellent
376,Research & Development,Healthcare Representative,No,Male,49,Single,Bachelor,Other,Travel_Rarely,Medium,3,High,31,10965,24,No,26,0,Medium,2,Better,Outstanding
377,Sales,Sales Executive,No,Female,51,Married,College,Life Sciences,Travel_Rarely,High,2,Very High,87,4936,11,No,18,0,High,2,Good,Excellent
378,Research & Development,Research Scientist,No,Female,36,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,High,96,2543,13,No,6,2,Very High,3,Better,Excellent
379,Sales,Sales Executive,Yes,Male,34,Single,Bachelor,Marketing,Non-Travel,Very High,2,Very High,67,5304,13,Yes,9,0,Low,3,Good,Excellent
380,Research & Development,Manager,No,Female,55,Single,Bachelor,Life Sciences,Travel_Rarely,High,4,Very High,97,16659,13,Yes,30,1,High,2,Better,Excellent
381,Sales,Sales Executive,No,Female,24,Divorced,Master,Marketing,Travel_Rarely,High,2,High,77,4260,12,Yes,5,0,Very High,2,Best,Excellent
382,Sales,Sales Representative,No,Male,30,Married,Below College,Technical Degree,Travel_Rarely,High,1,Medium,72,2476,18,No,1,0,High,3,Better,Excellent
383,Research & Development,Research Scientist,Yes,Male,26,Single,Below College,Technical Degree,Travel_Frequently,High,1,Low,73,3102,22,No,7,0,High,2,Better,Outstanding
384,Research & Development,Research Scientist,No,Female,22,Married,Bachelor,Medical,Travel_Rarely,High,1,Medium,43,2244,13,No,2,1,Low,1,Better,Excellent
385,Sales,Sales Executive,No,Male,36,Married,College,Medical,Travel_Rarely,Medium,3,High,61,7596,13,No,10,9,Medium,2,Better,Excellent
386,Research & Development,Research Scientist,Yes,Male,30,Single,Bachelor,Technical Degree,Travel_Frequently,High,1,Very High,40,2285,23,Yes,3,0,High,4,Better,Outstanding
387,Research & Development,Laboratory Technician,No,Female,37,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Low,95,3034,12,No,18,12,Very High,2,Good,Excellent
388,Sales,Sales Executive,No,Female,40,Divorced,College,Marketing,Travel_Rarely,High,2,Medium,46,5715,12,No,8,1,Very High,5,Better,Excellent
389,Research & Development,Laboratory Technician,No,Female,42,Divorced,Master,Life Sciences,Travel_Rarely,High,1,Low,95,2576,16,No,8,1,Medium,5,Better,Excellent
390,Research & Development,Manufacturing Director,No,Male,37,Single,Master,Life Sciences,Travel_Rarely,High,2,Medium,49,4197,12,Yes,18,0,High,2,Good,Excellent
391,Research & Development,Research Director,No,Male,43,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,4,Medium,59,14336,11,No,25,3,Low,3,Better,Excellent
392,Research & Development,Laboratory Technician,No,Female,40,Married,Bachelor,Medical,Travel_Rarely,Medium,2,High,78,3448,22,No,20,0,Medium,3,Better,Outstanding
393,Research & Development,Research Director,No,Male,54,Married,College,Medical,Travel_Rarely,High,5,Low,86,19406,11,No,24,1,Low,4,Good,Excellent
394,Sales,Sales Executive,No,Female,34,Married,Master,Marketing,Non-Travel,High,2,High,72,6538,15,No,6,1,High,3,Better,Excellent
395,Research & Development,Manufacturing Director,No,Female,31,Married,College,Medical,Travel_Rarely,High,2,Low,31,4306,12,No,13,3,Medium,5,Bad,Excellent
396,Research & Development,Laboratory Technician,No,Male,43,Married,Bachelor,Medical,Travel_Frequently,High,1,Very High,61,2258,20,No,8,1,Very High,1,Better,Outstanding
397,Research & Development,Healthcare Representative,No,Female,43,Divorced,Master,Other,Travel_Rarely,High,2,High,74,4522,14,Yes,8,0,High,3,Better,Excellent
398,Sales,Sales Executive,No,Female,25,Single,College,Life Sciences,Travel_Rarely,Medium,2,Very High,99,4487,11,Yes,5,1,Medium,3,Better,Excellent
399,Research & Development,Research Scientist,No,Female,37,Married,Doctor,Medical,Non-Travel,High,2,High,72,4449,15,Yes,15,10,Medium,2,Better,Excellent
400,Research & Development,Laboratory Technician,No,Male,31,Married,College,Life Sciences,Travel_Rarely,Medium,1,Low,98,2218,12,No,4,3,Very High,3,Better,Excellent
401,Research & Development,Manager,No,Male,39,Divorced,Below College,Life Sciences,Travel_Frequently,High,5,High,52,19197,14,Yes,21,1,Medium,3,Better,Excellent
402,Sales,Sales Executive,No,Female,56,Married,Bachelor,Life Sciences,Travel_Frequently,Very High,4,Low,86,13212,11,No,36,7,High,0,Good,Excellent
403,Sales,Sales Executive,No,Female,30,Single,Bachelor,Technical Degree,Travel_Rarely,High,2,High,83,6577,11,No,6,4,Medium,6,Better,Excellent
404,Sales,Sales Executive,No,Male,41,Married,Bachelor,Marketing,Travel_Rarely,Very High,3,Low,49,8392,16,No,10,0,Medium,2,Better,Excellent
405,Research & Development,Laboratory Technician,No,Male,28,Divorced,College,Medical,Travel_Rarely,High,2,Low,79,4558,12,No,10,1,High,2,Better,Excellent
406,Research & Development,Laboratory Technician,Yes,Male,25,Married,Bachelor,Medical,Travel_Rarely,High,1,Low,91,4031,13,No,6,0,Low,5,Better,Excellent
407,Research & Development,Manufacturing Director,No,Male,52,Married,Bachelor,Medical,Travel_Rarely,Medium,3,High,39,7969,14,Yes,28,0,Very High,4,Better,Excellent
408,Research & Development,Research Scientist,No,Male,45,Married,College,Life Sciences,Travel_Rarely,High,1,Very High,69,2654,21,No,8,0,Low,3,Good,Outstanding
409,Research & Development,Manager,No,Female,52,Married,College,Life Sciences,Travel_Rarely,High,4,Very High,30,16555,13,No,31,1,Very High,2,Bad,Excellent
410,Research & Development,Research Scientist,No,Female,42,Divorced,College,Life Sciences,Travel_Frequently,High,2,High,92,4556,11,No,19,0,Low,3,Better,Excellent
411,Research & Development,Manufacturing Director,No,Female,30,Single,Bachelor,Life Sciences,Travel_Rarely,Low,2,Very High,43,6091,20,No,11,0,High,2,Better,Outstanding
412,Research & Development,Manager,No,Female,60,Married,Bachelor,Life Sciences,Travel_Rarely,High,5,Low,41,19566,11,No,33,11,Low,5,Bad,Excellent
413,Research & Development,Manufacturing Director,No,Female,46,Divorced,Bachelor,Medical,Travel_Rarely,High,2,High,87,4810,14,No,19,0,High,5,Good,Excellent
414,Research & Development,Healthcare Representative,No,Female,42,Married,Master,Technical Degree,Travel_Frequently,Medium,2,Very High,88,4523,11,No,7,0,Very High,4,Best,Excellent
415,Sales,Sales Representative,Yes,Female,24,Single,Below College,Technical Degree,Travel_Rarely,High,1,Medium,62,3202,16,Yes,6,1,Low,4,Better,Excellent
416,Sales,Sales Representative,Yes,Female,34,Divorced,College,Marketing,Travel_Frequently,Low,1,High,33,2351,16,No,3,1,Very High,3,Good,Excellent
417,Research & Development,Laboratory Technician,No,Male,38,Married,College,Life Sciences,Travel_Frequently,High,1,Very High,42,1702,23,Yes,1,0,Very High,3,Better,Outstanding
418,Sales,Manager,No,Female,40,Married,Master,Life Sciences,Travel_Rarely,High,5,High,79,18041,14,No,21,1,High,2,Better,Excellent
419,Research & Development,Research Scientist,No,Female,26,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,90,2886,22,No,3,0,Low,3,Bad,Outstanding
420,Research & Development,Laboratory Technician,No,Male,30,Married,Bachelor,Life Sciences,Non-Travel,High,1,Very High,53,2097,15,No,9,1,High,3,Bad,Excellent
421,Research & Development,Research Director,No,Male,29,Married,Master,Medical,Travel_Rarely,Medium,3,High,93,11935,18,No,10,0,Medium,2,Better,Excellent
422,Research & Development,Research Scientist,Yes,Female,29,Married,Doctor,Technical Degree,Travel_Rarely,Medium,1,Medium,71,2546,16,No,6,1,High,2,Best,Excellent
423,Human Resources,Human Resources,Yes,Male,19,Single,College,Technical Degree,Travel_Rarely,Medium,1,Very High,52,2564,12,No,1,0,Low,3,Best,Excellent
424,Sales,Sales Executive,No,Female,30,Married,Master,Other,Non-Travel,High,3,Low,69,8412,11,No,10,7,High,3,Better,Excellent
425,Sales,Manager,No,Male,57,Divorced,Bachelor,Marketing,Travel_Rarely,Medium,4,Very High,56,14118,12,No,32,0,Low,3,Good,Excellent
426,Research & Development,Manager,No,Male,50,Married,Master,Life Sciences,Travel_Rarely,Medium,4,High,88,17046,15,No,28,15,Medium,2,Better,Excellent
427,Research & Development,Laboratory Technician,No,Female,30,Single,Bachelor,Medical,Non-Travel,High,1,Very High,49,2564,14,No,12,6,High,2,Good,Excellent
428,Sales,Sales Executive,No,Female,60,Married,Bachelor,Marketing,Travel_Frequently,Medium,3,Low,80,10266,19,No,22,13,High,5,Best,Excellent
429,Research & Development,Manufacturing Director,No,Female,47,Divorced,College,Medical,Travel_Rarely,High,2,Very High,65,5070,13,No,20,0,Low,2,Better,Excellent
430,Research & Development,Research Director,No,Male,46,Married,Bachelor,Life Sciences,Travel_Rarely,High,4,High,51,17861,13,No,26,0,Low,2,Bad,Excellent
431,Research & Development,Laboratory Technician,No,Male,35,Single,Bachelor,Life Sciences,Travel_Rarely,Low,1,High,46,4230,15,No,6,4,Very High,2,Better,Excellent
432,Research & Development,Laboratory Technician,No,Female,54,Single,Master,Life Sciences,Travel_Rarely,High,2,High,42,3780,11,No,19,0,High,3,Better,Excellent
433,Research & Development,Research Scientist,No,Male,34,Divorced,Master,Life Sciences,Travel_Rarely,Medium,1,High,62,2768,12,No,14,5,Very High,3,Better,Excellent
434,Sales,Sales Executive,No,Female,46,Married,Bachelor,Marketing,Travel_Rarely,Medium,3,Very High,94,9071,19,Yes,15,1,High,3,Better,Excellent
435,Research & Development,Manufacturing Director,No,Male,31,Divorced,Below College,Life Sciences,Travel_Rarely,High,3,Medium,33,10648,25,No,13,0,High,6,Best,Outstanding
436,Research & Development,Manager,Yes,Male,33,Married,Below College,Medical,Travel_Rarely,High,3,High,56,13610,12,Yes,15,7,Medium,2,Best,Excellent
437,Research & Development,Laboratory Technician,Yes,Male,33,Divorced,Below College,Medical,Travel_Rarely,Low,1,Very High,38,3408,13,No,8,1,Low,2,Better,Excellent
438,Sales,Sales Representative,No,Male,30,Single,Below College,Marketing,Travel_Rarely,High,1,Medium,57,2983,14,No,4,1,Very High,3,Better,Excellent
439,Research & Development,Healthcare Representative,No,Male,35,Married,Bachelor,Life Sciences,Travel_Rarely,High,3,High,72,7632,12,Yes,10,0,Very High,2,Better,Excellent
440,Research & Development,Healthcare Representative,Yes,Male,31,Married,Bachelor,Life Sciences,Travel_Frequently,High,3,High,66,9824,12,No,12,0,Low,2,Better,Excellent
441,Human Resources,Human Resources,Yes,Female,34,Divorced,Bachelor,Human Resources,Travel_Frequently,High,3,Low,43,9950,15,Yes,11,0,Medium,2,Better,Excellent
442,Research & Development,Laboratory Technician,No,Male,42,Married,College,Other,Travel_Frequently,High,1,High,97,2093,17,No,8,2,Medium,4,Better,Excellent
443,Sales,Sales Executive,No,Male,36,Single,Master,Medical,Non-Travel,High,3,Very High,32,9980,14,No,10,9,Medium,3,Good,Excellent
444,Research & Development,Laboratory Technician,Yes,Male,22,Single,Below College,Technical Degree,Travel_Frequently,Medium,1,High,99,3894,16,No,4,1,High,3,Better,Excellent
445,Sales,Sales Executive,No,Female,48,Married,Doctor,Marketing,Travel_Rarely,High,2,Very High,37,4051,14,No,14,6,Medium,2,Better,Excellent
446,Sales,Manager,No,Female,55,Single,Doctor,Life Sciences,Travel_Rarely,High,4,Medium,83,16835,23,No,37,7,Low,2,Better,Outstanding
447,Sales,Sales Executive,No,Male,41,Single,College,Life Sciences,Non-Travel,High,2,Very High,56,6230,14,No,16,1,Very High,3,Better,Excellent
448,Sales,Sales Executive,No,Male,35,Married,Bachelor,Marketing,Travel_Rarely,High,2,High,85,4717,11,No,15,6,Medium,2,Better,Excellent
449,Research & Development,Manufacturing Director,No,Female,40,Single,Bachelor,Life Sciences,Travel_Rarely,High,4,High,75,13237,15,No,22,5,Medium,3,Better,Excellent
450,Research & Development,Laboratory Technician,No,Female,39,Married,Below College,Life Sciences,Travel_Frequently,High,1,High,48,3755,11,No,8,0,High,3,Better,Excellent
451,Sales,Sales Executive,No,Male,31,Single,Below College,Life Sciences,Travel_Rarely,High,2,Very High,77,6582,13,Yes,10,0,Medium,2,Best,Excellent
452,Research & Development,Manufacturing Director,No,Male,42,Married,Bachelor,Medical,Travel_Rarely,High,3,Low,56,7406,21,Yes,10,5,Very High,5,Good,Outstanding
453,Sales,Sales Executive,No,Male,45,Married,Bachelor,Other,Travel_Rarely,High,2,Medium,61,4805,19,No,9,3,Very High,3,Best,Excellent
454,Human Resources,Human Resources,Yes,Female,26,Divorced,Master,Life Sciences,Travel_Frequently,High,1,High,58,2741,11,Yes,8,1,Medium,2,Good,Excellent
455,Research & Development,Manufacturing Director,No,Male,29,Divorced,Bachelor,Technical Degree,Travel_Rarely,High,2,Very High,34,4262,12,No,8,1,Very High,2,Best,Excellent
456,Research & Development,Research Director,No,Female,33,Divorced,Doctor,Medical,Travel_Rarely,Very High,4,High,95,16184,19,No,10,0,Low,2,Better,Excellent
457,Sales,Manager,No,Male,31,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,3,Very High,44,11557,21,No,10,0,High,3,Good,Outstanding
458,Sales,Sales Representative,Yes,Male,18,Single,Bachelor,Marketing,Travel_Frequently,High,1,Medium,69,1878,14,Yes,0,0,Medium,3,Better,Excellent
459,Sales,Sales Executive,No,Male,40,Divorced,Bachelor,Other,Non-Travel,Low,3,Low,58,10932,15,No,20,0,High,2,Better,Excellent
460,Research & Development,Healthcare Representative,No,Female,41,Single,Master,Other,Non-Travel,Medium,2,High,62,6811,17,Yes,10,0,Low,3,Better,Excellent
461,Sales,Sales Executive,No,Male,26,Divorced,College,Medical,Travel_Rarely,High,2,High,45,4306,12,No,8,0,Low,5,Better,Excellent
462,Sales,Sales Executive,No,Female,35,Single,Bachelor,Medical,Travel_Rarely,High,2,High,80,4859,16,No,5,0,Low,3,Better,Excellent
463,Sales,Sales Executive,No,Male,34,Single,Master,Life Sciences,Travel_Rarely,Very High,2,Very High,74,5337,12,No,10,5,Very High,3,Better,Excellent
464,Research & Development,Laboratory Technician,Yes,Male,26,Single,Bachelor,Technical Degree,Travel_Rarely,Low,1,Very High,66,2340,18,Yes,1,0,High,3,Bad,Excellent
465,Research & Development,Manufacturing Director,No,Female,37,Single,Bachelor,Technical Degree,Travel_Rarely,High,3,Very High,59,7491,17,No,12,1,Medium,3,Best,Excellent
466,Research & Development,Healthcare Representative,No,Female,46,Married,Below College,Medical,Travel_Frequently,High,3,High,86,10527,11,No,28,1,Low,3,Good,Excellent
467,Sales,Manager,No,Female,41,Married,Doctor,Life Sciences,Travel_Rarely,High,4,Low,91,16595,16,No,22,11,Medium,2,Better,Excellent
468,Sales,Sales Executive,No,Male,37,Divorced,Master,Medical,Non-Travel,High,3,Medium,69,8834,13,No,9,7,Low,6,Better,Excellent
469,Research & Development,Research Scientist,No,Male,52,Divorced,College,Technical Degree,Travel_Rarely,High,2,Low,78,5577,12,Yes,18,6,Very High,3,Better,Excellent
470,Sales,Sales Executive,Yes,Male,32,Married,Master,Other,Non-Travel,Very High,2,High,60,4707,12,No,6,1,Very High,2,Better,Excellent
471,Sales,Sales Representative,No,Male,24,Married,Bachelor,Medical,Travel_Frequently,High,1,Very High,38,2400,13,No,3,2,Very High,3,Better,Excellent
472,Research & Development,Healthcare Representative,No,Female,38,Married,Bachelor,Medical,Travel_Rarely,High,2,High,76,9824,19,No,18,0,High,4,Better,Excellent
473,Research & Development,Manufacturing Director,No,Female,37,Married,Master,Life Sciences,Travel_Rarely,High,2,Medium,65,6447,12,No,8,4,Medium,2,Good,Excellent
474,Research & Development,Research Director,No,Male,49,Divorced,Master,Life Sciences,Travel_Rarely,Medium,5,High,58,19502,17,Yes,31,0,Very High,5,Better,Excellent
475,Research & Development,Research Scientist,No,Male,24,Married,Bachelor,Medical,Travel_Rarely,Very High,1,Very High,89,2725,11,Yes,6,1,Medium,3,Better,Excellent
476,Sales,Sales Executive,No,Male,26,Married,College,Marketing,Travel_Rarely,High,2,Medium,66,6272,20,No,6,1,Low,5,Best,Outstanding
477,Research & Development,Laboratory Technician,No,Male,24,Married,College,Other,Travel_Rarely,Medium,1,Medium,94,2127,21,No,1,0,Very High,2,Better,Outstanding
478,Human Resources,Manager,No,Male,50,Married,Bachelor,Medical,Travel_Frequently,High,5,Medium,99,18200,11,No,32,10,Low,2,Better,Excellent
479,Sales,Sales Representative,No,Male,25,Married,Below College,Medical,Travel_Rarely,High,1,High,40,2096,11,No,7,0,Medium,1,Better,Excellent
480,Research & Development,Laboratory Technician,Yes,Female,24,Married,Bachelor,Life Sciences,Travel_Frequently,High,1,High,55,2886,16,Yes,6,1,Low,4,Better,Excellent
481,Sales,Sales Representative,Yes,Male,30,Married,Master,Life Sciences,Travel_Frequently,Medium,1,Low,74,2033,18,No,1,0,Medium,2,Best,Excellent
482,Research & Development,Research Scientist,No,Male,34,Married,College,Life Sciences,Travel_Rarely,Medium,1,Very High,83,3622,13,Yes,6,1,Medium,3,Better,Excellent
483,Sales,Sales Executive,Yes,Male,31,Divorced,Master,Medical,Travel_Rarely,High,2,Low,46,4233,17,No,9,1,Medium,2,Bad,Excellent
484,Research & Development,Laboratory Technician,No,Male,35,Single,College,Other,Travel_Rarely,Medium,2,Very High,54,3681,14,No,9,0,Low,3,Better,Excellent
485,Sales,Sales Executive,No,Male,31,Divorced,Master,Medical,Travel_Rarely,Very High,2,Very High,66,5460,22,No,13,5,Low,4,Best,Outstanding
486,Research & Development,Research Scientist,No,Female,27,Divorced,Master,Medical,Travel_Rarely,Medium,1,High,66,2187,12,No,6,0,Low,5,Good,Excellent
487,Sales,Sales Executive,No,Male,37,Married,Bachelor,Marketing,Travel_Rarely,High,2,High,75,9602,11,Yes,17,1,Very High,3,Good,Excellent
488,Research & Development,Research Scientist,No,Female,20,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Medium,83,2836,13,No,1,0,Very High,0,Best,Excellent
489,Research & Development,Healthcare Representative,No,Female,42,Married,Master,Life Sciences,Travel_Rarely,High,2,Very High,81,4089,13,No,10,2,High,4,Better,Excellent
490,Research & Development,Research Director,No,Male,43,Divorced,Master,Other,Travel_Rarely,Medium,4,Very High,50,16627,14,Yes,21,0,Medium,3,Good,Excellent
491,Research & Development,Research Scientist,No,Female,38,Single,Below College,Life Sciences,Travel_Rarely,High,1,Low,43,2619,17,No,8,0,High,3,Good,Excellent
492,Research & Development,Laboratory Technician,No,Male,43,Divorced,Doctor,Medical,Travel_Frequently,High,2,High,72,5679,13,Yes,10,4,Very High,3,Better,Excellent
493,Research & Development,Manager,No,Female,48,Married,Master,Life Sciences,Travel_Rarely,Medium,4,Low,40,15402,11,No,21,0,Very High,3,Bad,Excellent
494,Human Resources,Human Resources,No,Female,44,Single,Master,Life Sciences,Travel_Rarely,Medium,2,High,50,5985,11,No,10,0,Low,1,Best,Excellent
495,Sales,Sales Representative,No,Female,34,Divorced,Bachelor,Technical Degree,Travel_Rarely,High,1,High,31,2579,18,Yes,8,0,High,3,Better,Excellent
496,Sales,Sales Representative,Yes,Male,27,Divorced,Below College,Marketing,Travel_Rarely,High,1,Low,85,3041,11,No,5,0,High,3,Better,Excellent
497,Sales,Sales Representative,No,Male,21,Single,Below College,Technical Degree,Travel_Rarely,High,1,High,49,3447,11,No,3,1,High,2,Better,Excellent
498,Research & Development,Manager,No,Male,44,Married,Master,Other,Travel_Rarely,High,5,Very High,35,19513,12,Yes,26,0,Very High,2,Best,Excellent
499,Research & Development,Research Scientist,No,Male,22,Married,Below College,Medical,Travel_Rarely,High,1,High,69,2773,20,No,3,2,Low,3,Better,Outstanding
500,Sales,Sales Executive,No,Male,33,Divorced,Master,Marketing,Travel_Rarely,High,2,High,39,7104,12,No,6,1,High,3,Better,Excellent
501,Research & Development,Research Scientist,No,Female,32,Married,Master,Life Sciences,Travel_Rarely,High,2,Very High,92,6322,12,Yes,6,0,Low,2,Good,Excellent
502,Research & Development,Research Scientist,No,Female,30,Divorced,Bachelor,Medical,Travel_Frequently,High,1,High,71,2083,20,No,1,0,High,2,Better,Outstanding
503,Sales,Sales Executive,No,Female,53,Single,Below College,Medical,Travel_Rarely,High,2,Low,34,8381,20,No,18,8,Very High,2,Best,Outstanding
504,Research & Development,Research Scientist,No,Male,34,Married,Doctor,Life Sciences,Travel_Rarely,High,1,Very High,42,2691,12,No,10,8,Medium,4,Good,Excellent
505,Sales,Sales Executive,Yes,Female,45,Married,Master,Life Sciences,Travel_Frequently,High,2,Low,100,4286,14,No,5,0,Low,4,Better,Excellent
506,Research & Development,Laboratory Technician,No,Female,26,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,71,2659,13,Yes,3,0,High,2,Better,Excellent
507,Research & Development,Manufacturing Director,No,Male,37,Married,Bachelor,Other,Travel_Rarely,High,3,High,36,9434,15,No,10,7,High,2,Better,Excellent
508,Sales,Sales Executive,No,Female,29,Married,College,Medical,Travel_Rarely,High,2,High,62,5561,14,No,6,1,Medium,5,Good,Excellent
509,Research & Development,Research Scientist,No,Male,35,Single,Master,Life Sciences,Travel_Rarely,Low,2,Very High,82,6646,13,No,17,11,Medium,3,Better,Excellent
510,Research & Development,Healthcare Representative,No,Male,33,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,2,Very High,30,7725,23,No,15,4,High,2,Bad,Outstanding
511,Human Resources,Human Resources,No,Male,54,Married,Master,Medical,Travel_Rarely,High,3,Medium,88,10725,15,No,16,7,High,1,Best,Excellent
512,Research & Development,Manufacturing Director,No,Male,36,Divorced,College,Medical,Travel_Rarely,Medium,2,Medium,48,8847,11,Yes,13,0,Medium,2,Better,Excellent
513,Research & Development,Research Scientist,No,Male,27,Single,Master,Medical,Travel_Rarely,Medium,1,Very High,54,2045,13,No,5,1,Low,0,Better,Excellent
514,Research & Development,Research Scientist,Yes,Male,20,Single,Below College,Medical,Travel_Rarely,High,1,High,32,1009,11,Yes,1,1,Very High,5,Better,Excellent
515,Research & Development,Research Scientist,Yes,Male,33,Single,Bachelor,Life Sciences,Travel_Frequently,High,1,Low,70,3348,11,Yes,10,9,Low,3,Better,Excellent
516,Research & Development,Laboratory Technician,No,Male,35,Married,Bachelor,Life Sciences,Non-Travel,Medium,1,High,41,1281,18,No,1,0,High,3,Better,Excellent
517,Research & Development,Research Scientist,No,Male,23,Married,Bachelor,Medical,Travel_Rarely,Very High,1,Low,58,2819,16,No,5,0,Low,3,Best,Excellent
518,Sales,Sales Executive,No,Male,25,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,2,Medium,57,4851,22,No,4,1,Very High,4,Better,Outstanding
519,Sales,Sales Executive,No,Female,38,Single,Master,Marketing,Travel_Rarely,Medium,2,Very High,46,4028,20,No,8,0,Very High,2,Better,Outstanding
520,Research & Development,Research Scientist,No,Male,29,Divorced,Master,Life Sciences,Travel_Frequently,Low,1,Very High,76,2720,18,No,10,2,Medium,5,Better,Excellent
521,Sales,Sales Executive,No,Male,48,Married,Below College,Marketing,Travel_Rarely,Very High,2,Medium,56,8120,12,No,12,2,Medium,3,Better,Excellent
522,Sales,Sales Executive,No,Female,27,Divorced,Below College,Medical,Travel_Frequently,Very High,2,Very High,71,4647,20,Yes,6,0,Very High,3,Better,Outstanding
523,Research & Development,Research Scientist,No,Male,37,Single,College,Life Sciences,Travel_Rarely,Very High,1,Very High,80,4680,17,No,4,0,Very High,2,Better,Excellent
524,Research & Development,Laboratory Technician,No,Male,50,Married,Below College,Medical,Travel_Rarely,Very High,1,High,74,3221,11,Yes,20,3,Very High,3,Better,Excellent
